cloud_account_id,cloud_device_id,cloud_timestamp,metadata,model,serial,system_status,system_status_int,timestamp,PM 2.5 AQI,PM 1,NC (2.5),NC (10),tpsize,mcpm10_aqi,PM 4,PM 10,NC (1),PM 2.5,NC (0.5),NC (4),fanspd,RH (%),T (C),device_id,Device Name
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T00:17:20.445Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 00:02:19+00:00,8.0,2.0,24.0,24.0,0.51,2.0,2.0,2.0,23.0,2.0,20.0,24.0,6000.0,31.0,16.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T01:17:20.875Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 01:02:19+00:00,38.0,8.0,88.0,88.0,0.5,8.0,8.0,9.0,88.0,9.0,75.0,88.0,6001.0,39.0,14.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T02:17:20.97Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 02:02:19+00:00,38.0,7.0,82.0,82.0,0.5,8.0,8.0,9.0,82.0,9.0,70.0,82.0,6000.0,40.0,13.9,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T03:17:20.556Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 03:02:19+00:00,25.0,6.0,71.0,71.0,0.51,6.0,6.0,6.0,70.0,6.0,60.0,71.0,5999.0,43.0,12.8,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T04:17:20.517Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 04:02:19+00:00,21.0,5.0,57.0,57.0,0.49,5.0,5.0,5.0,57.0,5.0,48.0,57.0,6001.0,42.0,12.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T05:17:20.527Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 05:02:19+00:00,17.0,3.0,38.0,38.0,0.5,4.0,4.0,4.0,38.0,4.0,33.0,38.0,6000.0,40.0,13.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T06:17:20.539Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 06:02:19+00:00,29.0,7.0,76.0,76.0,0.5,6.0,7.0,7.0,76.0,7.0,65.0,76.0,6000.0,42.0,12.8,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T07:17:20.569Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 07:02:19+00:00,38.0,8.0,88.0,88.0,0.51,8.0,8.0,9.0,88.0,9.0,75.0,88.0,6000.0,46.0,11.8,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T08:17:20.674Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 08:02:19+00:00,29.0,7.0,82.0,82.0,0.51,6.0,7.0,7.0,82.0,7.0,70.0,82.0,6001.0,49.0,10.9,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T09:17:19.618Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 09:02:19+00:00,29.0,6.0,73.0,73.0,0.49,6.0,7.0,7.0,73.0,7.0,62.0,73.0,6000.0,51.0,10.2,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T10:17:19.596Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 10:02:19+00:00,25.0,5.0,62.0,63.0,0.49,6.0,6.0,6.0,62.0,6.0,53.0,63.0,6000.0,52.0,9.6,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T11:17:19.665Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 11:02:19+00:00,21.0,5.0,53.0,53.0,0.49,5.0,5.0,5.0,53.0,5.0,45.0,53.0,6000.0,53.0,9.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T12:17:19.631Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 12:02:19+00:00,21.0,4.0,53.0,53.0,0.5,5.0,5.0,5.0,53.0,5.0,45.0,53.0,6001.0,54.0,8.9,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T13:17:19.644Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 13:02:19+00:00,17.0,4.0,45.0,45.0,0.49,4.0,4.0,4.0,45.0,4.0,39.0,45.0,6001.0,41.0,15.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T14:17:19.725Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 14:02:19+00:00,13.0,3.0,33.0,33.0,0.5,3.0,3.0,3.0,33.0,3.0,28.0,33.0,6001.0,37.0,17.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T15:17:19.693Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 15:02:19+00:00,13.0,2.0,26.0,26.0,0.49,3.0,3.0,3.0,25.0,3.0,22.0,26.0,6000.0,29.0,23.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T16:17:19.721Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 16:02:19+00:00,13.0,3.0,29.0,29.0,0.46,3.0,3.0,3.0,29.0,3.0,25.0,29.0,6002.0,25.0,26.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T17:17:19.729Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 17:02:19+00:00,17.0,3.0,34.0,34.0,0.45,4.0,4.0,4.0,34.0,4.0,29.0,34.0,6004.0,24.0,29.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T18:17:19.765Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 18:02:19+00:00,13.0,3.0,28.0,28.0,0.45,3.0,3.0,3.0,28.0,3.0,24.0,28.0,5999.0,22.0,28.9,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T19:17:19.789Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 19:02:19+00:00,13.0,3.0,30.0,30.0,0.45,3.0,3.0,3.0,30.0,3.0,25.0,30.0,6002.0,20.0,30.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T20:17:19.819Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 20:02:19+00:00,17.0,4.0,38.0,38.0,0.46,4.0,4.0,4.0,38.0,4.0,33.0,38.0,6002.0,21.0,29.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T21:17:19.847Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 21:02:19+00:00,17.0,4.0,38.0,38.0,0.46,4.0,4.0,4.0,37.0,4.0,32.0,38.0,5998.0,22.0,27.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T22:17:19.868Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 22:02:19+00:00,17.0,4.0,40.0,40.0,0.46,4.0,4.0,4.0,39.0,4.0,34.0,40.0,6000.0,24.0,25.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-01T23:17:19.899Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-01 23:02:19+00:00,8.0,1.0,15.0,15.0,0.48,2.0,2.0,2.0,15.0,2.0,13.0,15.0,6001.0,20.0,22.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T00:17:19.925Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 00:02:19+00:00,4.0,1.0,8.0,8.0,0.52,1.0,1.0,1.0,8.0,1.0,7.0,8.0,6000.0,22.0,21.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T01:17:19.933Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 01:02:19+00:00,4.0,1.0,7.0,7.0,0.61,1.0,1.0,1.0,7.0,1.0,6.0,7.0,6000.0,26.0,18.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T02:17:19.974Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 02:02:19+00:00,4.0,1.0,11.0,11.0,0.55,1.0,1.0,1.0,11.0,1.0,9.0,11.0,6000.0,30.0,14.6,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T03:17:19.96Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 03:02:19+00:00,4.0,1.0,12.0,12.0,0.48,1.0,1.0,1.0,12.0,1.0,11.0,12.0,6000.0,33.0,12.8,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T04:17:19.974Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 04:02:19+00:00,4.0,1.0,14.0,14.0,0.5,1.0,1.0,1.0,14.0,1.0,12.0,14.0,6000.0,36.0,11.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T05:17:20.001Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 05:02:19+00:00,4.0,1.0,11.0,11.0,0.49,1.0,1.0,1.0,11.0,1.0,10.0,11.0,6000.0,36.0,9.6,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T06:17:20.001Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 06:02:19+00:00,4.0,1.0,10.0,10.0,0.44,1.0,1.0,1.0,10.0,1.0,9.0,10.0,6000.0,37.0,7.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T07:17:20.017Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 07:02:19+00:00,4.0,1.0,10.0,10.0,0.45,1.0,1.0,1.0,10.0,1.0,8.0,10.0,6000.0,37.0,6.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T08:17:20.031Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 08:02:19+00:00,4.0,1.0,9.0,9.0,0.45,1.0,1.0,1.0,9.0,1.0,8.0,9.0,6001.0,36.0,5.2,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T09:17:20.048Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 09:02:19+00:00,4.0,1.0,10.0,10.0,0.47,1.0,1.0,1.0,10.0,1.0,9.0,10.0,5999.0,37.0,4.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T10:17:20.061Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 10:02:19+00:00,4.0,1.0,11.0,11.0,0.49,1.0,1.0,1.0,11.0,1.0,9.0,11.0,6000.0,37.0,3.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T11:17:20.09Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 11:02:19+00:00,4.0,1.0,12.0,12.0,0.45,1.0,1.0,1.0,11.0,1.0,10.0,12.0,6000.0,39.0,3.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T12:17:20.09Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 12:02:19+00:00,4.0,1.0,12.0,12.0,0.48,1.0,1.0,1.0,12.0,1.0,10.0,12.0,6000.0,39.0,2.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T13:17:20.102Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 13:02:19+00:00,4.0,1.0,10.0,10.0,0.48,1.0,1.0,1.0,10.0,1.0,9.0,10.0,6000.0,30.0,7.5,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T14:17:20.134Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 14:02:19+00:00,4.0,1.0,11.0,11.0,0.49,1.0,1.0,1.0,11.0,1.0,10.0,11.0,6000.0,27.0,9.5,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T15:17:20.134Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 15:02:19+00:00,4.0,1.0,10.0,10.0,0.49,1.0,1.0,1.0,10.0,1.0,9.0,10.0,6000.0,24.0,11.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T16:17:20.145Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 16:02:19+00:00,4.0,1.0,10.0,10.0,0.47,1.0,1.0,1.0,10.0,1.0,8.0,10.0,6001.0,23.0,13.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T17:17:20.176Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 17:02:19+00:00,4.0,1.0,10.0,10.0,0.48,1.0,1.0,1.0,10.0,1.0,9.0,10.0,6001.0,21.0,15.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T18:17:20.176Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 18:02:19+00:00,4.0,1.0,8.0,8.0,0.47,1.0,1.0,1.0,8.0,1.0,7.0,8.0,6000.0,19.0,17.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T19:17:20.209Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 19:02:19+00:00,4.0,1.0,8.0,8.0,0.47,1.0,1.0,1.0,8.0,1.0,7.0,8.0,6000.0,19.0,16.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T20:17:20.943Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 20:02:19+00:00,4.0,1.0,11.0,11.0,0.47,1.0,1.0,1.0,11.0,1.0,9.0,11.0,6001.0,19.0,17.2,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T21:17:20.248Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 21:02:19+00:00,8.0,2.0,20.0,20.0,0.58,2.0,2.0,2.0,20.0,2.0,17.0,20.0,6000.0,19.0,16.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T22:17:20.267Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 22:02:19+00:00,4.0,1.0,8.0,8.0,0.48,1.0,1.0,1.0,8.0,1.0,7.0,8.0,6000.0,21.0,14.7,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-02T23:17:20.292Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-02 23:02:19+00:00,4.0,1.0,10.0,10.0,0.48,1.0,1.0,1.0,10.0,1.0,8.0,10.0,6000.0,24.0,10.6,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T00:17:21.279Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 00:02:19+00:00,8.0,2.0,25.0,25.0,0.53,2.0,2.0,2.0,25.0,2.0,21.0,25.0,6001.0,32.0,7.9,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T01:17:20.302Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 01:02:19+00:00,17.0,4.0,47.0,47.0,0.52,4.0,4.0,4.0,47.0,4.0,40.0,47.0,6000.0,38.0,6.3,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T02:17:20.312Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 02:02:19+00:00,25.0,6.0,72.0,72.0,0.49,6.0,6.0,6.0,72.0,6.0,61.0,72.0,6001.0,42.0,5.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T03:17:20.322Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 03:02:19+00:00,21.0,5.0,64.0,64.0,0.53,5.0,5.0,5.0,64.0,5.0,55.0,64.0,6001.0,44.0,4.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T04:17:20.392Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 04:02:19+00:00,25.0,5.0,67.0,67.0,0.54,6.0,6.0,6.0,67.0,6.0,57.0,67.0,6000.0,47.0,3.0,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T05:17:20.351Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 05:02:19+00:00,21.0,5.0,63.0,63.0,0.55,5.0,5.0,5.0,63.0,5.0,54.0,63.0,6001.0,51.0,2.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T06:17:20.39Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 06:02:19+00:00,25.0,5.0,67.0,67.0,0.55,6.0,6.0,6.0,67.0,6.0,57.0,67.0,6001.0,54.0,1.5,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T07:17:20.395Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 07:02:19+00:00,29.0,6.0,80.0,80.0,0.53,6.0,7.0,7.0,80.0,7.0,68.0,80.0,6000.0,58.0,0.8,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T08:17:20.39Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 08:02:19+00:00,17.0,4.0,53.0,53.0,0.54,4.0,4.0,4.0,53.0,4.0,45.0,53.0,6000.0,60.0,0.6,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T09:17:20.415Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 09:02:19+00:00,17.0,4.0,55.0,55.0,0.52,4.0,4.0,4.0,54.0,4.0,46.0,55.0,6000.0,60.0,0.2,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T10:17:20.405Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 10:02:19+00:00,21.0,4.0,57.0,57.0,0.53,5.0,5.0,5.0,57.0,5.0,49.0,57.0,6001.0,61.0,-0.1,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T11:17:20.481Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 11:02:19+00:00,21.0,5.0,63.0,63.0,0.51,5.0,5.0,5.0,63.0,5.0,53.0,63.0,6000.0,61.0,-0.4,curp5a72jtt5l9q4rkd0,BS-7
csghurush10fmp9n6tv0,curp5a72jtt5l9q4rkd0,2025-03-03T12:17:20.444Z,"{'friendly_name': 'MS-07', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.976734, 'longitude': -78.89659}}",8143,81432415046,[],0,2025-03-03 12:02:19+00:00,21.0,5.0,59.0,59.0,0.53,5.0,5.0,5.0,59.0,5.0,50.0,59.0,6000.0,61.0,0.0,curp5a72jtt5l9q4rkd0,BS-7
