cloud_account_id,cloud_device_id,cloud_timestamp,metadata,model,serial,system_status,system_status_int,timestamp,mcpm10,ncpm4x0,ncpm10,tpsize,mcpm2x5,mcpm4x0,ncpm1x0,mcpm1x0,mcpm2x5_aqi,ncpm2x5,fanspd,mcpm10_aqi,ncpm0x5,rh_percent,temp_c,device_id,device_name
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T16:01:08.47Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 16:00:07+00:00,1.0,12.0,12.0,0.52,1.0,1.0,12.0,1.0,4.0,12.0,6010.0,1.0,11.0,56.0,28.7,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T17:01:08.493Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 17:00:07+00:00,1.0,9.0,9.0,0.49,1.0,1.0,9.0,1.0,4.0,9.0,6004.0,1.0,8.0,49.0,31.0,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T18:01:55.097Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 18:00:54+00:00,1.0,11.0,11.0,0.47,1.0,1.0,11.0,1.0,4.0,11.0,5994.0,1.0,10.0,0.0,0.0,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T19:01:47.961Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 19:00:47+00:00,1.0,13.0,13.0,0.45,1.0,1.0,13.0,1.0,4.0,13.0,5997.0,1.0,11.0,34.0,39.7,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T20:01:48.021Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 20:00:47+00:00,2.0,19.0,19.0,0.48,2.0,2.0,19.0,2.0,8.0,19.0,5989.0,2.0,17.0,38.0,36.2,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T21:01:48.029Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 21:00:47+00:00,2.0,22.0,22.0,0.45,2.0,2.0,22.0,2.0,8.0,22.0,6003.0,2.0,19.0,44.0,33.7,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T22:01:48.037Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 22:00:47+00:00,3.0,23.0,23.0,0.44,3.0,3.0,23.0,2.0,13.0,23.0,6001.0,3.0,20.0,44.0,33.1,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,curp44dveott0jmp5aig,2025-05-17T23:01:48.052Z,"{'friendly_name': 'BS-05 (El Futuro Greenspace)', 'is_indoor': False, 'is_public': True, 'location': {'latitude': 35.9889952, 'longitude': -78.927952}}",8143,81432415001,[],0,2025-05-17 23:00:47+00:00,3.0,25.0,25.0,0.47,3.0,3.0,25.0,3.0,13.0,25.0,5993.0,3.0,22.0,45.0,32.0,curp44dveott0jmp5aig,BS-05 (El Futuro Greenspace)
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T00:01:28.534Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 00:00:27+00:00,7.0,59.0,59.0,0.44,7.0,7.0,59.0,6.0,29.0,59.0,6000.0,6.0,51.0,81.0,21.0,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T01:01:28.57Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 01:00:27+00:00,7.0,66.0,66.0,0.45,7.0,7.0,65.0,7.0,29.0,66.0,6000.0,6.0,56.0,82.0,20.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T02:01:27.608Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 02:00:27+00:00,8.0,68.0,68.0,0.45,8.0,8.0,68.0,7.0,33.0,68.0,5999.0,7.0,58.0,82.0,20.3,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T03:01:27.638Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 03:00:27+00:00,8.0,68.0,68.0,0.45,8.0,8.0,68.0,7.0,33.0,68.0,6000.0,7.0,58.0,83.0,19.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T04:01:27.674Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 04:00:27+00:00,7.0,59.0,59.0,0.45,7.0,7.0,59.0,6.0,29.0,59.0,5999.0,6.0,51.0,83.0,20.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T05:01:27.723Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 05:00:27+00:00,7.0,61.0,61.0,0.43,7.0,7.0,60.0,6.0,29.0,61.0,5999.0,6.0,52.0,83.0,20.4,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T06:01:27.743Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 06:00:27+00:00,6.0,57.0,57.0,0.45,6.0,6.0,57.0,6.0,25.0,57.0,5999.0,6.0,49.0,83.0,20.6,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T07:01:27.789Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 07:00:27+00:00,7.0,62.0,62.0,0.51,7.0,7.0,62.0,7.0,29.0,62.0,6000.0,6.0,53.0,83.0,20.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T08:01:27.825Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 08:00:27+00:00,8.0,69.0,69.0,0.49,8.0,8.0,69.0,7.0,33.0,69.0,5998.0,7.0,59.0,84.0,20.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T09:01:27.864Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 09:00:27+00:00,8.0,73.0,73.0,0.48,8.0,8.0,73.0,8.0,33.0,73.0,5999.0,7.0,63.0,84.0,20.6,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T10:01:27.896Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 10:00:27+00:00,7.0,63.0,63.0,0.46,7.0,7.0,63.0,7.0,29.0,63.0,6000.0,6.0,54.0,84.0,20.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T11:01:27.933Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 11:00:27+00:00,6.0,54.0,54.0,0.45,6.0,6.0,53.0,6.0,25.0,54.0,6000.0,6.0,46.0,84.0,20.7,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T12:01:27.97Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 12:00:27+00:00,6.0,54.0,54.0,0.46,6.0,6.0,54.0,6.0,25.0,54.0,6000.0,6.0,46.0,84.0,21.0,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T13:01:28.009Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 13:00:27+00:00,7.0,62.0,62.0,0.48,7.0,7.0,62.0,7.0,29.0,62.0,6000.0,6.0,53.0,84.0,21.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T14:01:28.067Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 14:00:27+00:00,9.0,79.0,79.0,0.49,9.0,9.0,79.0,9.0,38.0,79.0,5999.0,8.0,68.0,85.0,22.1,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T15:01:28.083Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 15:00:27+00:00,8.0,72.0,72.0,0.46,8.0,8.0,72.0,8.0,33.0,72.0,6000.0,7.0,62.0,86.0,22.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T16:01:28.128Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 16:00:27+00:00,3.0,22.0,22.0,0.45,3.0,3.0,22.0,2.0,13.0,22.0,6000.0,3.0,19.0,86.0,22.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T17:01:28.173Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 17:00:27+00:00,3.0,28.0,28.0,0.44,3.0,3.0,28.0,3.0,13.0,28.0,6000.0,3.0,24.0,85.0,23.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T18:01:28.199Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 18:00:27+00:00,3.0,30.0,30.0,0.42,3.0,3.0,30.0,3.0,13.0,30.0,5999.0,3.0,26.0,85.0,23.0,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T19:01:28.247Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 19:00:27+00:00,3.0,25.0,25.0,0.45,3.0,3.0,25.0,3.0,13.0,25.0,5999.0,3.0,21.0,85.0,22.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T20:01:28.283Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 20:00:27+00:00,3.0,27.0,27.0,0.46,3.0,3.0,27.0,3.0,13.0,27.0,6000.0,3.0,23.0,86.0,22.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T21:01:28.318Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 21:00:27+00:00,3.0,27.0,27.0,0.46,3.0,3.0,27.0,3.0,13.0,27.0,6000.0,3.0,23.0,85.0,23.1,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T22:01:28.356Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 22:00:27+00:00,3.0,23.0,23.0,0.46,3.0,3.0,23.0,2.0,13.0,23.0,6000.0,3.0,19.0,85.0,22.7,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-12T23:01:28.409Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-12 23:00:27+00:00,2.0,22.0,22.0,0.48,2.0,2.0,21.0,2.0,8.0,22.0,5999.0,2.0,18.0,86.0,22.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T00:01:28.435Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 00:00:27+00:00,2.0,21.0,21.0,0.47,2.0,2.0,21.0,2.0,8.0,21.0,5998.0,2.0,18.0,86.0,22.4,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T01:01:28.473Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 01:00:27+00:00,2.0,21.0,21.0,0.46,2.0,2.0,21.0,2.0,8.0,21.0,6000.0,2.0,18.0,86.0,22.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T02:01:28.508Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 02:00:27+00:00,2.0,22.0,22.0,0.46,2.0,2.0,21.0,2.0,8.0,22.0,5999.0,2.0,18.0,86.0,22.1,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T03:01:28.551Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 03:00:27+00:00,3.0,27.0,27.0,0.49,3.0,3.0,26.0,3.0,13.0,27.0,6000.0,3.0,23.0,86.0,22.3,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T04:01:27.585Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 04:00:27+00:00,3.0,27.0,27.0,0.46,3.0,3.0,27.0,3.0,13.0,27.0,5999.0,3.0,23.0,86.0,22.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T05:01:27.625Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 05:00:27+00:00,3.0,30.0,30.0,0.49,3.0,3.0,30.0,3.0,13.0,30.0,5999.0,3.0,26.0,86.0,22.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T06:01:27.659Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 06:00:27+00:00,3.0,26.0,26.0,0.46,3.0,3.0,26.0,3.0,13.0,26.0,6000.0,3.0,22.0,87.0,22.1,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T07:01:27.697Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 07:00:27+00:00,2.0,20.0,20.0,0.52,2.0,2.0,19.0,2.0,8.0,20.0,6000.0,2.0,17.0,86.0,21.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T08:01:27.729Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 08:00:27+00:00,2.0,14.0,14.0,0.48,2.0,2.0,14.0,2.0,8.0,14.0,5999.0,2.0,12.0,86.0,21.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T09:01:27.772Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 09:00:27+00:00,3.0,19.0,19.0,0.58,2.0,2.0,19.0,2.0,8.0,19.0,6000.0,3.0,16.0,88.0,21.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T10:01:27.812Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 10:00:27+00:00,1.0,5.0,5.0,0.54,1.0,1.0,5.0,1.0,4.0,5.0,5999.0,1.0,4.0,87.0,21.7,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T11:01:27.839Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 11:00:27+00:00,1.0,5.0,5.0,0.58,1.0,1.0,5.0,1.0,4.0,5.0,5999.0,1.0,4.0,86.0,21.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T12:01:27.887Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 12:00:27+00:00,2.0,18.0,18.0,0.49,2.0,2.0,18.0,2.0,8.0,18.0,6000.0,2.0,15.0,86.0,22.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T13:01:27.915Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 13:00:27+00:00,1.0,12.0,12.0,0.46,1.0,1.0,12.0,1.0,4.0,12.0,5999.0,1.0,10.0,86.0,22.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T14:01:27.963Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 14:00:27+00:00,1.0,11.0,11.0,0.45,1.0,1.0,11.0,1.0,4.0,11.0,5999.0,1.0,9.0,85.0,23.0,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T15:01:28Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 15:00:27+00:00,1.0,11.0,11.0,0.44,1.0,1.0,11.0,1.0,4.0,11.0,5999.0,1.0,10.0,84.0,23.5,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T16:01:28.046Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 16:00:27+00:00,2.0,19.0,19.0,0.41,2.0,2.0,18.0,2.0,8.0,19.0,6000.0,2.0,16.0,85.0,23.3,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T17:01:28.075Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 17:00:27+00:00,2.0,14.0,14.0,0.43,2.0,2.0,14.0,2.0,8.0,14.0,6001.0,2.0,12.0,73.0,26.6,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T18:01:28.122Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 18:00:27+00:00,1.0,10.0,10.0,0.44,1.0,1.0,10.0,1.0,4.0,10.0,5997.0,1.0,9.0,61.0,31.2,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T19:01:28.171Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 19:00:27+00:00,2.0,14.0,14.0,0.46,2.0,2.0,14.0,2.0,8.0,14.0,6000.0,2.0,12.0,63.0,29.3,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T20:01:28.221Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 20:00:27+00:00,2.0,19.0,19.0,0.45,2.0,2.0,19.0,2.0,8.0,19.0,6000.0,2.0,16.0,65.0,27.7,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T21:01:28.257Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 21:00:27+00:00,3.0,21.0,21.0,0.48,3.0,3.0,21.0,2.0,13.0,21.0,5999.0,3.0,18.0,72.0,26.1,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T22:01:28.298Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 22:00:27+00:00,2.0,19.0,19.0,0.43,2.0,2.0,19.0,2.0,8.0,19.0,6000.0,2.0,16.0,71.0,25.0,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-13T23:01:28.336Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-13 23:00:27+00:00,2.0,15.0,15.0,0.47,2.0,2.0,15.0,2.0,8.0,15.0,5999.0,2.0,13.0,70.0,24.8,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-14T00:01:28.376Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-14 00:00:27+00:00,2.0,20.0,20.0,0.47,2.0,2.0,19.0,2.0,8.0,20.0,6000.0,2.0,17.0,75.0,23.9,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-14T01:01:28.42Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-14 01:00:27+00:00,3.0,25.0,25.0,0.48,3.0,3.0,25.0,3.0,13.0,25.0,5999.0,3.0,22.0,78.0,23.3,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-14T02:01:28.445Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-14 02:00:27+00:00,3.0,28.0,28.0,0.47,3.0,3.0,27.0,3.0,13.0,28.0,6000.0,3.0,24.0,81.0,22.6,cv884m3ne4ath43m7hu0,BS-11
csghurush10fmp9n6tv0,cv884m3ne4ath43m7hu0,2025-05-14T03:01:28.493Z,"{'friendly_name': 'BS-11', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 35.99963, 'longitude': -78.931175}}",8143,81432039053,[],0,2025-05-14 03:00:27+00:00,3.0,29.0,29.0,0.45,3.0,3.0,29.0,3.0,13.0,29.0,6000.0,3.0,25.0,81.0,22.2,cv884m3ne4ath43m7hu0,BS-11
