stationID,obsTimeUtc,tempAvg,humidityAvg,solarRadiationHigh,precipRate,precipTotal,winddirAvg,windspeedAvg,windgustAvg,pressureMax,pressureMin,pressureTrend,heatindexAvg,dewptAvg
KNCDURHA209,2025-05-17 23:00:00+00:00,29.3,60.7,166.5,0.0,0.0,68,0.7,1.3,1006.43,1006.1,-0.34,31.6,20.9
KNCDURHA209,2025-05-18 00:00:00+00:00,27.0,67.7,8.6,0.0,0.0,72,0.1,0.3,1006.77,1006.1,0.68,28.7,20.6
KNCDURHA209,2025-05-18 01:00:00+00:00,25.2,74.4,0.0,0.0,0.0,78,0.2,0.4,1007.79,1006.43,1.02,25.8,20.4
KNCDURHA209,2025-05-18 02:00:00+00:00,23.8,77.8,0.0,0.0,0.0,87,0.0,0.0,1008.13,1007.45,0.34,24.3,19.7
KNCDURHA209,2025-05-18 03:00:00+00:00,22.7,77.9,0.0,0.0,0.0,87,0.0,0.0,1008.81,1007.79,0.34,23.1,18.7
KNCDURHA209,2025-05-18 04:00:00+00:00,21.3,82.6,0.0,0.0,0.0,88,0.0,0.0,1008.81,1008.13,0.34,21.6,18.3
KNCDURHA590,2025-05-17 05:00:00+00:00,22.0,79.3,,0.0,0.0,132,0.0,0.8,1008.8,1008.09,-0.94,22.3,18.2
KNCDURHA590,2025-05-17 06:00:00+00:00,22.1,82.8,,0.0,0.0,132,0.0,0.6,1008.1,1008.09,0.0,22.5,19.0
KNCDURHA590,2025-05-17 07:00:00+00:00,22.3,86.3,,0.0,0.0,103,1.1,5.1,1008.1,1007.72,-0.5,22.9,19.9
KNCDURHA590,2025-05-17 08:00:00+00:00,23.0,87.3,,0.0,0.0,91,5.9,12.0,1007.38,1007.02,-0.47,23.6,20.7
KNCDURHA590,2025-05-17 09:00:00+00:00,23.2,87.0,,0.0,0.0,93,5.9,12.3,1007.35,1007.35,0.0,23.9,20.9
KNCDURHA590,2025-05-17 10:00:00+00:00,23.3,85.5,,0.0,0.0,101,3.2,9.8,1007.69,1007.35,0.45,23.9,20.7
KNCDURHA590,2025-05-17 11:00:00+00:00,22.6,71.8,,0.0,0.0,276,12.2,82.1,1010.85,1009.06,2.39,22.8,17.2
KNCDURHA590,2025-05-17 12:00:00+00:00,21.3,69.3,,0.0,0.0,278,3.9,17.0,1011.57,1010.87,0.94,21.3,15.4
KNCDURHA590,2025-05-17 13:00:00+00:00,21.0,70.0,,0.0,0.0,103,0.5,6.4,1011.24,1010.54,-1.39,21.0,15.3
KNCDURHA590,2025-05-17 14:00:00+00:00,21.0,71.5,,0.0,0.0,105,3.9,12.5,1010.2,1009.85,-0.44,21.0,15.6
KNCDURHA590,2025-05-17 15:00:00+00:00,20.6,76.0,,0.0,0.0,106,5.7,18.4,1010.22,1008.17,-2.27,20.6,16.2
KNCDURHA590,2025-05-17 16:00:00+00:00,22.3,72.5,,0.0,0.0,104,5.0,15.1,1007.81,1007.67,-0.19,22.4,17.1
KNCDURHA590,2025-05-17 17:00:00+00:00,26.1,60.3,,0.0,0.0,110,6.6,21.7,1007.62,1007.53,-0.1,26.7,17.8
KNCDURHA590,2025-05-17 18:00:00+00:00,28.2,54.0,,0.0,0.0,109,6.9,26.4,1007.19,1006.03,-1.54,29.1,18.0
KNCDURHA590,2025-05-17 18:00:00+00:00,29.6,50.5,,0.0,0.0,118,8.5,28.6,1006.04,1005.68,-1.41,30.6,18.2
KNCDURHA590,2025-05-17 20:00:00+00:00,30.2,48.8,,0.0,0.0,113,9.8,32.3,1005.0,1004.28,-0.9,31.2,18.2
KNCDURHA590,2025-05-17 21:00:00+00:00,30.5,48.3,,0.0,0.0,118,8.3,30.1,1004.29,1003.92,-0.47,31.5,18.3
KNCDURHA590,2025-05-17 22:00:00+00:00,30.7,47.3,,0.0,0.0,120,7.2,28.5,1003.59,1003.23,-0.47,31.6,18.1
KNCDURHA590,2025-05-17 23:00:00+00:00,30.5,46.0,,0.0,0.0,117,6.1,22.1,1003.26,1003.23,0.02,31.1,17.5
KNCDURHA590,2025-05-18 00:00:00+00:00,28.9,51.8,,0.0,0.0,114,4.7,16.6,1003.7,1003.3,0.53,29.7,17.9
KNCDURHA590,2025-05-18 01:00:00+00:00,26.7,58.0,,0.0,0.0,123,2.8,12.5,1004.82,1003.73,1.46,27.4,17.7
KNCDURHA590,2025-05-18 02:00:00+00:00,25.2,61.8,,0.0,0.0,120,3.2,12.0,1005.55,1005.19,0.48,25.3,17.3
KNCDURHA590,2025-05-18 03:00:00+00:00,24.3,60.5,,0.0,0.0,120,2.6,11.5,1005.95,1005.56,0.53,24.4,16.2
KNCDURHA590,2025-05-18 04:00:00+00:00,23.2,58.8,,0.0,0.0,121,2.8,11.3,1005.99,1005.97,0.03,23.1,14.7
KNCDURHA209,2025-05-18 05:00:00+00:00,20.4,78.5,0.0,0.0,0.0,87,0.0,0.0,1009.48,1008.47,0.34,20.4,16.6
KNCDURHA209,2025-05-18 06:00:00+00:00,19.5,80.4,0.0,0.0,0.0,87,0.0,0.0,1009.82,1009.14,0.68,19.5,16.1
KNCDURHA209,2025-05-18 07:00:00+00:00,18.6,84.0,0.0,0.0,0.0,85,0.1,0.2,1009.82,1009.14,-0.34,18.6,15.8
KNCDURHA209,2025-05-18 08:00:00+00:00,18.6,78.2,0.0,0.0,0.0,85,0.0,0.0,1010.5,1009.48,0.68,18.6,14.8
KNCDURHA209,2025-05-18 09:00:00+00:00,17.6,82.6,0.0,0.0,0.0,85,0.0,0.0,1011.18,1010.16,1.02,17.6,14.6
KNCDURHA209,2025-05-18 10:00:00+00:00,17.4,84.0,0.0,0.0,0.0,85,0.0,0.0,1011.85,1010.84,0.34,17.4,14.7
KNCDURHA209,2025-05-18 11:00:00+00:00,17.9,78.4,2.1,0.0,0.0,85,0.0,0.0,1011.85,1011.18,0.34,17.9,14.1
KNCDURHA209,2025-05-18 12:00:00+00:00,18.1,82.4,14.7,0.0,0.0,85,0.0,0.0,1012.53,1011.85,0.68,18.1,15.1
KNCDURHA209,2025-05-18 13:00:00+00:00,19.7,78.2,17.7,0.0,0.0,79,0.0,0.1,1012.87,1012.19,-0.34,19.7,15.7
KNCDURHA209,2025-05-18 14:00:00+00:00,22.4,66.3,85.0,0.0,0.0,78,0.4,0.8,1012.53,1012.19,0.0,22.4,15.8
KNCDURHA209,2025-05-18 15:00:00+00:00,23.7,60.2,69.7,0.0,0.0,89,1.2,2.1,1012.53,1011.85,0.0,23.7,15.6
KNCDURHA209,2025-05-18 16:00:00+00:00,24.7,58.1,217.3,0.0,0.0,87,1.4,2.2,1012.87,1012.19,0.34,24.8,15.9
KNCDURHA209,2025-05-18 17:00:00+00:00,25.6,54.3,553.9,0.0,0.0,82,1.3,2.3,1012.87,1012.19,-0.34,25.6,15.7
KNCDURHA209,2025-05-18 18:00:00+00:00,26.9,52.5,724.8,0.0,0.0,81,0.9,1.6,1012.53,1011.85,0.0,27.3,16.4
KNCDURHA209,2025-05-18 19:00:00+00:00,28.2,48.5,599.1,0.0,0.0,84,1.0,1.6,1012.19,1011.51,-0.68,28.6,16.4
KNCDURHA209,2025-05-18 20:00:00+00:00,28.5,46.6,95.8,0.0,0.0,88,1.0,1.8,1011.85,1011.18,-0.34,28.6,15.9
KNCDURHA209,2025-05-18 21:00:00+00:00,29.0,44.3,277.6,0.0,0.0,79,1.1,1.9,1011.18,1010.5,-0.34,29.1,15.7
KNCDURHA209,2025-05-18 22:00:00+00:00,28.3,49.1,128.0,0.0,0.0,67,0.7,1.2,1011.18,1010.16,-0.34,28.7,16.6
KNCDURHA209,2025-05-18 23:00:00+00:00,28.8,46.6,23.9,0.0,0.0,74,0.2,0.3,1010.84,1010.16,-0.34,29.1,16.3
KNCDURHA209,2025-05-19 00:00:00+00:00,26.1,55.8,5.6,0.0,0.0,71,0.0,0.0,1010.84,1010.16,0.68,26.4,16.6
KNCDURHA209,2025-05-19 01:00:00+00:00,24.2,62.4,0.0,0.0,0.0,71,0.0,0.0,1011.18,1010.5,0.34,24.3,16.6
KNCDURHA209,2025-05-19 02:00:00+00:00,22.2,72.2,0.0,0.0,0.0,88,0.0,0.0,1012.19,1011.18,1.02,22.4,17.0
KNCDURHA209,2025-05-19 03:00:00+00:00,21.2,77.2,0.0,0.0,0.0,86,0.0,0.0,1012.19,1011.51,-0.34,21.3,17.0
KNCDURHA209,2025-05-19 04:00:00+00:00,20.0,83.2,0.0,0.0,0.0,86,0.0,0.0,1012.53,1011.85,0.68,20.0,17.1
KNCDURHA590,2025-05-18 05:00:00+00:00,22.4,55.8,,0.0,0.0,140,1.5,7.5,1007.08,1006.33,1.0,22.2,13.1
KNCDURHA590,2025-05-18 06:00:00+00:00,21.1,58.0,,0.0,0.0,134,0.8,6.2,1007.47,1007.09,0.51,20.9,12.5
KNCDURHA590,2025-05-18 07:00:00+00:00,20.8,58.0,,0.0,0.0,131,3.2,10.3,1007.48,1007.46,-0.02,20.8,12.2
KNCDURHA590,2025-05-18 08:00:00+00:00,20.2,58.8,,0.0,0.0,138,1.8,6.9,1008.2,1007.47,0.98,20.2,11.9
KNCDURHA590,2025-05-18 09:00:00+00:00,19.5,61.0,,0.0,0.0,142,1.7,8.3,1008.91,1008.21,0.94,19.5,11.8
KNCDURHA590,2025-05-18 10:00:00+00:00,19.8,60.3,,0.0,0.0,130,3.1,9.7,1009.92,1009.26,0.86,19.8,11.8
KNCDURHA590,2025-05-18 11:00:00+00:00,20.4,55.0,,0.0,0.0,53,1.4,7.7,1009.89,1009.55,0.46,20.4,11.0
KNCDURHA590,2025-05-18 12:00:00+00:00,19.8,60.5,,0.0,0.0,126,0.9,8.1,1010.61,1009.9,0.95,19.8,11.9
KNCDURHA590,2025-05-18 13:00:00+00:00,20.7,60.5,,0.0,0.0,113,3.4,11.4,1010.59,1010.18,-0.55,20.7,12.8
KNCDURHA590,2025-05-18 14:00:00+00:00,22.8,53.3,,0.0,0.0,103,4.9,16.9,1010.47,1010.09,-0.07,22.6,12.8
KNCDURHA590,2025-05-18 15:00:00+00:00,24.1,47.5,,0.0,0.0,77,7.7,26.1,1010.08,1009.69,-0.52,23.8,12.2
KNCDURHA590,2025-05-18 16:00:00+00:00,25.2,44.5,,0.0,0.0,49,7.5,23.7,1010.34,1010.0,0.41,24.9,12.2
KNCDURHA590,2025-05-18 17:00:00+00:00,26.1,42.0,,0.0,0.0,101,8.4,24.8,1010.32,1009.96,-0.71,25.9,12.2
KNCDURHA590,2025-05-18 18:00:00+00:00,27.7,39.8,,0.0,0.0,98,5.6,19.4,1009.59,1009.52,-0.09,27.4,12.8
KNCDURHA590,2025-05-18 19:00:00+00:00,29.1,36.3,,0.0,0.0,118,6.0,19.1,1009.16,1008.79,-0.49,28.3,12.5
KNCDURHA590,2025-05-18 20:00:00+00:00,30.4,32.8,,0.0,0.0,117,6.0,20.8,1008.75,1008.41,-0.46,29.4,12.2
KNCDURHA590,2025-05-18 21:00:00+00:00,30.8,32.0,,0.0,0.0,118,7.0,24.0,1008.06,1007.68,-0.51,29.7,12.2
KNCDURHA590,2025-05-18 22:00:00+00:00,30.1,36.5,,0.0,0.0,120,5.4,19.3,1007.77,1007.36,-0.5,29.4,13.6
KNCDURHA590,2025-05-18 23:00:00+00:00,30.0,35.0,,0.0,0.0,122,4.0,13.6,1007.74,1007.37,-0.49,29.1,12.8
KNCDURHA590,2025-05-19 00:00:00+00:00,28.7,40.3,,0.0,0.0,115,4.0,12.9,1007.84,1007.38,0.62,28.4,13.8
KNCDURHA590,2025-05-19 01:00:00+00:00,26.2,47.3,,0.0,0.0,121,2.7,10.5,1008.28,1007.86,0.56,26.2,14.1
KNCDURHA590,2025-05-19 02:00:00+00:00,24.2,55.0,,0.0,0.0,157,1.1,7.2,1009.05,1008.65,0.52,24.1,14.6
KNCDURHA590,2025-05-19 03:00:00+00:00,22.7,62.0,,0.0,0.0,139,0.2,4.3,1009.81,1009.4,0.54,22.7,15.0
KNCDURHA590,2025-05-19 04:00:00+00:00,21.2,67.5,,0.0,0.0,136,0.2,4.1,1010.22,1009.83,0.52,21.1,14.9
